250,1.1274e+05
252,1.1274e+05
254,1.1274e+05
256,1.1382e+05
258,1.1504e+05
260,1.163e+05
262,1.1756e+05
264,1.1888e+05
266,1.2021e+05
268,1.2154e+05
270,1.2288e+05
272,1.231e+05
274,1.2195e+05
276,1.2081e+05
278,1.1984e+05
280,1.1887e+05
282,1.1763e+05
284,1.1482e+05
286,1.1201e+05
288,1.0714e+05
290,98364
292,91636
294,85820
296,77100
298,69444
300,64440
302,61300
304,58828
306,56908
308,57620
310,59156
312,62248
314,65344
316,68312
318,71208
320,74508
322,78284
324,82060
326,85592
328,88516
330,90856
332,93192
334,95532
336,99792
338,1.0448e+05
340,1.0847e+05
342,1.11e+05
344,1.1352e+05
346,1.1605e+05
348,1.1875e+05
350,1.2209e+05
352,1.2544e+05
354,1.2878e+05
356,1.3212e+05
358,1.3363e+05
360,1.3494e+05
362,1.3604e+05
364,1.3697e+05
366,1.379e+05
368,1.3886e+05
370,1.3997e+05
372,1.4108e+05
374,1.422e+05
376,1.4331e+05
378,1.4442e+05
380,1.4523e+05
382,1.4523e+05
384,1.4867e+05
386,1.5391e+05
388,1.5954e+05
390,1.6778e+05
392,1.8e+05
394,1.9154e+05
396,2.0212e+05
398,2.1271e+05
400,2.233e+05
402,2.3619e+05
404,2.5337e+05
406,2.7055e+05
408,2.8736e+05
410,3.0396e+05
412,3.2134e+05
414,3.426e+05
416,3.6385e+05
418,3.8568e+05
420,4.0756e+05
422,4.2988e+05
424,4.612e+05
426,4.8184e+05
428,5.0084e+05
430,5.286e+05
432,5.5216e+05
434,5.5216e+05
436,5.4704e+05
438,5.0156e+05
440,4.1328e+05
442,3.6324e+05
444,2.8272e+05
446,2.3722e+05
448,1.7332e+05
450,1.0329e+05
452,62640
454,36170
456,30699
458,25886
460,23389
462,20891
464,19261
466,18142
468,17026
470,16156
472,15310
474,15048
476,14793
478,14657
480,14550
482,14881
484,15212
486,15544
488,15898
490,16684
492,17470
494,18256
496,19041
498,19891
500,20862
502,21833
504,22804
506,23774
508,24745
510,25774
512,26937
514,28100
516,29263
518,30426
520,31590
522,32851
524,34398
526,35944
528,37490
530,39036
532,40584
534,42088
536,43592
538,45092
540,46592
542,48148
544,49708
546,51268
548,52496
550,53412
552,54080
554,54520
556,54540
558,54164
560,53788
562,52276
564,50572
566,48828
568,46948
570,45072
572,43340
574,41716
576,40092
578,38468
580,37020
582,35676
584,34333
586,32852
588,31075
590,28324
592,25470
594,22575
596,19800
598,17058
600,14677
602,13622
604,12568
606,11513
608,10478
610,9443.6
612,8591.2
614,7762
616,7344.8
618,6927.2
620,6509.6
622,6193.2
624,5906.8
626,5620
628,5366.8
630,5148.8
632,4930.8
634,4730.8
636,4602.4
638,4473.6
640,4345.2
642,4216.8
644,4088.4
646,3965.1
648,3857.6
650,3750.1
652,3642.6
654,3535.2
656,3427.7
658,3320.2
660,3226.6
662,3140.3
664,3054
666,2967.7
668,2881.4
670,2795.1
672,2708.8
674,2627.6
676,2554.4
678,2481.2
680,2407.9
682,2334.7
684,2261.5
686,2188.2
688,2115
690,2052
692,2000.5
694,1949
696,1897.6
698,1846.1
700,1794.3
702,1741
704,1687.8
706,1634.5
708,1583.5
710,1540.5
712,1497.4
714,1454.4
716,1411.3
718,1368.3
720,1325.9
722,1285.2
724,1244.4
726,1203.7
728,1152.8
730,1102.2
732,1102.2
734,1102.2
736,1101.8
738,1100.5
740,1115.9
742,1161.6
744,1207.4
746,1266
748,1333.2
750,1405.2
752,1515.3
754,1541.8
756,1560.5
758,1560.5
760,1548.5
762,1508.4
764,1459.6
766,1410.5
768,1361.3
770,1311.9
772,1262.4
774,1213
776,1163.6
778,1114.8
780,1075.4
782,1036.1
784,996.72
786,957.36
788,921.8
790,890.8
792,859.8
794,828.8
796,802.96
798,782.36
800,761.72
802,743.84
804,737.08
806,730.28
808,723.52
810,717.08
812,711.84
814,706.6
816,701.32
818,696.08
820,693.76
822,693.6
824,693.48
826,693.32
828,693.2
830,693.04
832,692.92
834,692.76
836,692.64
838,692.48
840,692.36
842,692.2
844,691.96
846,691.76
848,691.52
850,691.32
852,691.08
854,690.88
856,690.64
858,692.44
860,694.32
862,696.2
864,698.04
866,699.92
868,701.8
870,705.84
872,709.96
874,714.08
876,718.2
878,722.32
880,726.44
882,729.84
884,733.2
886,736.6
888,739.96
890,743.6
892,747.24
894,750.88
896,754.52
898,758.16
900,761.84
902,765.04
904,767.44
906,769.8
908,772.16
910,774.56
912,776.92
914,778.4
916,778.04
918,777.72
920,777.36
922,777.04
924,776.64
926,772.36
928,768.08
930,763.84
932,752.28
934,737.56
936,722.88
938,708.16
940,693.44
942,678.72
944,660.52
946,641.08
948,621.64
950,602.24
952,583.4
954,568.92
956,554.48
958,540.04
960,525.56
962,511.12
964,495.36
966,473.32
968,451.32
970,429.32
972,415.28
974,402.28
976,389.29
978,374.94
980,359.66
982,344.37
984,329.08
986,313.8
988,298.51
990,283.22
992,267.93
994,252.65
996,237.36
998,222.07
1000,206.78
